"Review Customer";"Sentiment"
"harga di struk yang dimasukan di kotaknya beda dengan harga yang ditampilkan di tokopedia kok bisa harganya lebih mahal ya di struk beda jauh harganya";"Negative"
"barang dtg tidak sesuai yg dikasih tahu admin nya  bilang rice coker 12liter  ternyata barang yg dikirim 1 liter";"Negative"
"barang cepat panas dan rusak";"Negative"
"pengiriman lama banget kurirnya gagal pickup terussetrikanya ternyata besar dan lumayan berat packingnya tipis cuma bublewrap selapiskualitas strikanya juga kurang menurutku soalnya ga terlalu panas jadi lama setrikanya";"Negative"
"ternyata tidak bisa dipakai di redmi 3s tetapi di laptop bisa tidak sesuai harapan";"Negative"
"barangnya datang sesuai dengan pesan dan estimasi waktunya pas banget mantap cuman sayang speaker sebelah kiri gk berfungsi yg bersuara hnya sbelah kanan";"Negative"
"lampunya sering eror padahal terhubung ke wifi saklar hidup tapi dihidupin di hp gak mau nyala";"Negative"
"baru sampe brgnya cepet sih tapi pas dipasang kipasnya bunyi plus gak ada mur dan baut utk pengikat tutup kipasnya";"Negative"
"beli 2 pcs yang satu normal tanpa kendala yang 1 lagi stuck house cartridengane nya gak mau ke tengah step nya sama dengan yang normal ikutin manual";"Negative"
"alat bagus tapi gak bisa dipakai lama dipakai kurang dari 5 menit sudah overload dan harus nungu 30kerjan bersih2 jadinya memakan waktu yg lama sekali";"Negative"
"barang di kirim tanpa buble pdhl sdh info kalau mendung gelap bahkan gerimis keciltapi tetap di kirim tanpa di lapis apa pun dus kalau kena air bkl robel dan tembus";"Negative"
"terlalu ringan ada suara glodak glodak sat di hidupkan ga proper sbg penyedot debu baik setara penyedot debu murmer hanya design saja yg dijual";"Negative"
"ya utk harga 10an lumayan worth cuma rgb kanan dan kiri ga selaras sih sama ada deflect gara gara pengiriman mungkin";"Negative"
"maf bintang nya cmn 2 casan nya gk bisa di pakai sudah saya coba berkali kali baru 2030 mnt batok casan nya panas banget klo di pake takut meledak untuk pngiriman dan respon oke";"Negative"
"toko paling ga niat jualan beli tangal 17 baru dkirim tangal 21 barang sih bagus  tapi pelayanan nga banget sesuai review di bawah";"Negative"
"barangnya tidak berfungsi boxnya sudah kebuka";"Negative"
"pengunan di hp samsung kualitas suara baik kualitas mic standar menuju buruk suara harus keras baru bisa terdengar oleh lawan bicara penguanan di macbok ketika terhubung kualitas suara baik namun selalu terputus tidak stabil koneksinya sehinga tidak bisa digunakan buat tementemen yang perlu conect ke laptop gitu mending cari tws lain deh soalnya koneksinya ke laptop engak stabil sekian";"Negative"
"dari 4 lampuyg nyala cuma 3yg 1 nya matipadahal sudah dijemur dulu sbelum dipasang tadi siangkecewa ya";"Negative"
"yang penting keluar suara deh soal kualitas suara maf ya mungkin mirip sama mainan anakanak berbentuk handphone";"Negative"
"pesan 2 yang satu setengahnya mati";"Negative"
"kalauaman di pengiriman pesen urgent pagi2 pke ojek online biar lngsng smpe malah dikirim pke tiki  bsk nya br smpe";"Negative"
"pengunci baling baling nya tidak ada next dicek dengan teliti lah sbelum kirim bagus cocok dengan kipas angin lama yang rusak";"Negative"
"barang pecah ndak tau dari seler apa ekspedisinya sayangnya saya selesaikan transaksinya sbelum diunboxing bangetu dibuka malah pecah barang cm dilapisi satu lapis bublewarp tipis  overal kecewa";"Negative"
"barang sesuai deskripsi dan berfungsi dengan baik cuma tidak puas dengan pelayanan dari penjual pesanan diproses h2 dan di pick up h4 itu pun sesudah dikomplen baru bergerak";"Negative"
"barang tidak bisa digunakan dan tidak ada cd driver nya";"Negative"
"pengiriman lambat dan toko gak ramah dalam komunikasi";"Negative"
"barang pecah";"Negative"
"kayaknya dapat yg baterai yg jelek atau dariop  males kirim balik tapi masih bisa digunakan cuma setiap kali jalan harus seting tangal dan jam mulu  tombol charge juga warna merah gak pernah nyala";"Negative"
"salah kirim barang yang dikirim item harga jauh lebih murah smart breakertransaksi sudah terlanjur diselesaikan karena sudah beli beberapa kali dan biasa tidak ada masalah";"Negative"
"baru dipakai 1 malam langsung ngedariop";"Negative"
"barang printer yang di kirim rusak admin online tapi tidak mau membalas chat dan pertanyan saya untuk claim garansi";"Negative"
"baru dipakai 1x tidak sampai 10 menit penghisapnya mati total";"Negative"
"beli tangal 6 agustus 2021 tapi tangal 13 september sdh eror di bagian dariving whels akhirna ditangal itu juga saya kirim t9 nya ke service centre di tangerang 9 hari kemudian t9 kembali di tgn saya tapi kemudian eror lagi di tangal 23 september kali ini eror di bagian sensor dmn debot selalu bilang ozmo pro is being instaled please move to the non carpet area pdhal ozmo pro tidak sedang di atach ke t9 nya dikarnakan hal ini lampu pd debot akhirna suka bergonta ganti jadi biru putih biru putih dan semalaman itu voice report terus menerus bunyi seperti itu kalau dsuru bawa service lagi map saja saya bakalan tidak mao berhubung ongkosna yg sgt mahal jadi untuk sementara ya saya hanya bs matikan voice reportna dl saja biar ga tergangu overal agak mengecewakan t9 ini dibandingkan t8 aivi dan 950 t9 jauh tidak tahan banting baru pake sebulan tapi sdh byk sekali erornya bener2 nyesel juga belinya map cuma bs kasi bintang segene karena ktidakpuasan saya kalau memang mao consider beli robot beli baik beli t8 series saja lebi tahan banting soale";"Negative"
"barang baru sampe trus dicoba awal nya bagus tiba tiba mesin nya mati sudah dicoba berkali kali tetap ga hidup seler di chat tidak respon dana sudah diterima seler tokopedia ga bisa bantu komplain saya kecewa sekali ssudah 10 hari sejak komplain saya cuma disuruh nungu katanya di cek tiap hari saya tanya masih dicek ga pernah sekalipun duluan kasih info soal barang saya selalu saya yg tanya duluan jadi kapan penyelesaian nya baru sekali ini belanja di tokopedia kena seler ga bagus begini minta refund ga ditangapi barang saya juga ga tau kemana dan diapain saya beli baru tapi kayak beli barang refurbish yg ga dikirim dikirim menyebalkan";"Negative"
"saran buat tokokalau bisa pengiriman nya jangan lewat antarsaja  kalau bisa disarankan pegiriman nya lewat yg lain saja";"Negative"
"lampu tidak berfungsi sebagaimana mestinya tidak bisa berganti warna maupun dimatikan padahal sudah mengeklik tombol dpi dan memakai software juga warna merah menyakitkan di mata saya dan malah mirip mouse 10an ribu ssudah mengirim pesan ke seler tapi tidak ada respon selama lebih dari 12 jam terpaksa saya kasih bintang 1 saya baru kali ini membeli produk dari aula dan merasa kecewa padahal saya sendiri termasuk penguna gear dari aula";"Negative"
"barang yg dibeli sama sekali tidak berfungsi utk komplain hrs ada video unboxing pdhal bukan kerusakan fisik beli dari oficial store ternyata sama sekali tidak menjamin kualitas barang";"Negative"
"dlm ordernya sdh saya tambah buble wrap  rp 10 tapi dikirimnya tanpa buble lagian ordernya pagi2 n minta spy dikirimnya lbh cepat instant ternyata tibanya jam 16an";"Negative"
"baru semingu pemakaian sudah tidak bisa nyala sebelah";"Negative"
"barangnya saya terima dalam keadan pecah di bagian sudut padahal posisi itu dilapis gabus pelindungnya loh jadi saya berasumsi kalau barangnya memang sudah pecah dari sebelum dikirim bukan sat ekspedisi sayang lupa videokan sat unboxing";"Negative"
"sama sekali ga bisa dipakai pas dicolokin ke laptop bisa nyala abis masukin cd cd tidak terbaca pas mau dikeluarin cdnya ga bisa skrg cd saya masih didalem external cd ini hadeh jadi nambah urusan";"Negative"
"ini produk ga diragukan sensornya hampir ga ada delay dieksekusinya mantap";"Positive"
"suaranya mantap  packaging aman  barang msudah digunakan";"Positive"
"barang sesuai deskripsi  berfungsi dengan baikterima kasih juga untuk responya yg sangat baik";"Positive"
"produknya dipaketkan dengan rapi dan tidak ada cacat recomended";"Positive"
"pasangnya gampang bahanya kokoh  barangnya original  proses pesanan cepat packaging aman  packaging rapi respon penjualnya top penjualnya ramah banget";"Positive"
"beli 2 ezviz c6n dan sudah terpasang duaduanya msudah untuk dipasang sendiri dan di seting sendiri barang original engakmbar cukup jelas pan and tilt sangat membantu untuk menemukan sudut pandang yang optimal untuk memantau terima kasih seler";"Positive"
"sangt bermanfat kamera bisa digerakan putar kirikanan 360 naik turun ada mengirim suara audio gambar kamera juga bagus";"Positive"
"saya puas dengan pelayanan dari tokoh ini awalnya saya chat pertanyakan ketersedian barang ini ready tapi begitu sat pengiriman barang tidak tersedia saya diberikan solusi barang dengan model dan tipe yang berbeda namun tokoh langsung menyediakan barang sesuai permintan sayawalaupun tidak sesuai dengan estimasi waktu yang saya pesan sameday akhirnya barang pesanan saya di kirim juga sesuai dengan harapan sayaterima kasih seler doa kita bersama semoga makin sukses dan barang awet saya pakaiterima kasih seler  god jobsbisa muat banyak barangnya original  mutu terjamin sni ada garansi resmi engakmpang dipakai desainya elegan  hemat listrik";"Positive"
"pengalaman pertama beli kulkas secara online alhamdulilah pengiriman dan pengemasan baik produk diterima dng baik tanpa kerusakan dan kualitas produk bagus harga lebih miring dibanding beli langsung ke toko";"Positive"
"kulkas sat ini kondisi bagus semoga awet tidak ada kendala2 yang saya suka banget toko ini saja sendiri h1 lebaran yang sangup kirim di hari yang samapesen jam 1 jam 4 nyampe mantap terima kasih seler";"Positive"
"pengiriman cepat dan aman barang sesuai deskripsi bagian ujungnya terbuat dari plastik tapi cukup kokoh perakitan msudah cuma modal obeng tips jangan dikencengin dulu semua bautnya kecuali kalau sudah fixed dengan ukuran kaki mesin cuci recomended";"Positive"
"dua hari sudah sampe engakmpang banget di rakit besinya lumayan kokoh dan selernya sangat ramah terima kasih";"Positive"
"barang sesuai untuk ukuran mesin cuci 1 tabung pas banget terima kasih tokopedia  buat seler semoga sukses terus tokonya";"Positive"
"paket sudah diterima dan di test lancar tanpa macet pokoknya recomended buat yang byari printer conect cash dariawer ya panda saja seting nya juga gampang";"Positive"
"seler ramah sabar jawab semua pertanyan barang sampai tepat waktu mesin sudah dicoba  dapat bekerja dengan baik semoga awet thanks";"Positive"
"alhamdulilah bos barangnya sesuai pesanan nyampe dalam waktu 3 hari luar biasa terima kasih banyak semoga lancar jaya dan untuk temanteman jangan ragu untuk belanja di toko ini terima kasih";"Positive"
"barang nya jos berfungsi dengan baik kualitas oke jadi membantu saya banget cuma awal pakek bingung kok gk bisa buka otomatisnya eh ap saya ternyata yg gk suport cash dariawernya mantul dah";"Positive"
"barangnya bagus praktis dan harganya murah engak salah pilih produk dari blueprint original merk respon penjual cepat dan ramah rrcomended";"Positive"
"barang sangat bagus no lecet no rusak super sekali teriterima kasih sukses selalu jaga kesehatan";"Positive"
"ditrima barangnya dengan baik dan memuaskan trimakasi ya toko pedia semoga sukses trus";"Positive"
"5jam lagisg sampe packing aman buble warp kondisi barang sudah dicoba mantab lancar bagus hasilnya penjual fast respon terima kasih seler";"Positive"
"mantap barang cepet sampenya seler positive respon harga pas kualitas oke rekomen banget pokoknya";"Positive"
"respon sangat profesional dan siap membantu dng semua pertanyan pengiriman sangat cepat dan kwalitas barangnya sesuai";"Positive"
"mesin sesuai yg dibutuhkan cs nya juga ramah menjawab semua pertanyan apa yg kita butuhkan";"Positive"
"barang sampai dengan selamat fungsi insaya alah berjalan dengan baik tingal pengunanya masih belum mahir barang oke mantap";"Positive"
"pelayanan sangat memuaskan dan memberikan yang terbaik  penjual sangat responsif untuk menjelaskan kalau di tanyain";"Positive"
"msudah digunakan suara yang dihasilkan jernih produk berfungsi dengan baik";"Positive"
"barangnya bagus bagus sesuai pesanan harganya terjangkau dan berkualitas teriterima kasih banyak tokopedia kurir dan seler";"Positive"
"jos mantap sudah saya tes nya normal semua tingal coba hasil suaranya saja moga suaranya juga tanpa kendala";"Positive"
"suara yang dihasilkan jernihkalau ditambahkan kit giga bas tambah glerditambah lagi preamp mic 2 tr bisa buat karaoke";"Positive"
"berfungsi dngn baik playanan toko ini sangat bagus saya saran kan belanja ditoko ini gak bikin kecewa pelangan best of the best lah toko ini";"Positive"
"barang sesuai gambar cuman perlu adaptor 12v lagi supaya bisa nyala terima kasih juga buat kurirnya";"Positive"
"maf br review skr barang sesuai  lsg dipakai gk ada masalahseler nya cepet ngerespon nya yg pasti remote nya keren  recomended bangetks";"Positive"
"seler positive mini wireles keyboard berfungsi dengan baik terima kasih";"Positive"
"terima kasih barang yg d terima bagus berfungsi semua packingnya juga oke jadi barang aman sampai d rmh tanpa ada kerusakan";"Positive"
"keren banget barangnya batrenya sumpah awet banget volumenya juga gede dan ringan cocok banget dibawa untuk lari atau work out makasi min";"Positive"
"barang sdh di terima dengan selamat dan barang nya muantap sekalimaju dan terus berkembang buat toko nya";"Positive"
"makasi gan barang dah sampai aman dan langsung dipakai barangnya bagus slalu memuaskan terus belanja disini";"Positive"
"produk berfungsi dengan baik seler sangat komunikatif dan informatif dari proses pemilihan paket yang sesuai kebutuhan sampai dengan cara pengunanya dipandu pengiriman sangat cepat padahal mengunakan yang bebas ongkir dari jakarta ke surabaya alatnya kecil dan praktis tapi sangat fungsional ngak hanya untuk nonton film tapi juga live chanel dalam dan luar negeri waktu pertama tanya2 hanya nyari buat netflix nba tv dan amazon prime dapatnya lebih tapi jangan lupa ya kerja alat ini benar2 tergantung koneksi internet kita dia makin oke semuanya kalau internet kita top juga";"Positive"
"barangnya original  produk berfungsi dengan baik suara yang dihasilkan jernih msudah digunakan asli ga nyesel transaksi disiniagan seler mau jelasin sejelas2nya masalah produk dan variasi2nyasampe cara pengunan alatnya sehinga berfungsi semuanya";"Positive"
"suara yang dihasilkan jernih engakransi resmi msudah digunakan seler sangat komunikatif dan detail dalam menjelaskan fitur yang bisa digunakan untuk streaming tv maupun film sangat recomended untuk hoby nya nonton produk berfungsi dengan baik barangnya original";"Positive"
"recomend banget beli disini respon cepet banget ga ada itungan menit dikasih best price harga ok mau tanya apapun di respon sampe di kasih no wa dan sabar banget tunguin semua sampe ok di cal sampe 24 menit jarang2 ketemu yg begini thanks banget ya puas banget dan recomend banget";"Positive"
"solusi untuk yang pingin punya smart tv tanpa harus beli smart tv barang berfungsi seperti seharusnya";"Positive"
"mantab deh sesuai ekspektasi lancar jaya ga ngelag meski ram cuma 2gb mungkin karena sudah di optimize dari mi nya ui juga lebih simple dari tv box lain overal puas";"Positive"
"highly recomend mantap seler ini pengiriman super kilat cuma 1x24jam sampaiada yg kurang kirim saya wa cepat dibalas dan langsung dikirim kekuranganyaramahrespon sangat baik";"Positive"
"barang sampai dengan baik produk cukup bagus suara tidak melengking radio cukup jernih semoga bermanfat";"Positive"
"alhamdulilah paket sampai dengan cepat suaranya jernih juga ibu saya seneng bisa denger radio rodja lagi seler ramah dan responsif semoga awet produknya semoga berkah untuk seler";"Positive"
"ditinjau dari kesesuaian dengan deskripsi fungsional produk dan rekomendasi produk adalah tepat sesuai dan baik";"Positive"
"sesuai dengan deskripsi penjua ssudah dites fungsi dan beberapa fiturnya dan berjalan dengan baik kualitas suara tidak mengecewakan harga yg cukup menarik itupun masih diberi bonus kecil recomend jadi best seler in toped";"Positive"
"akhirnya kesampaian juga punya mp3 player terima kasih sudah menyediakan produk ini sangat msudah di gunakan";"Positive"
"joystick berfungsi dengan baik plug and play build quality kokoh terdeteksi dengan baik di steam";"Positive"
"al positive overal felnya enak dulu sempet punya aga nyesel juga dulu sempet jual dari build quality beda lah sama controler dng harga yg sama beter banget fel kerasa kokohnya buat housingnya";"Positive"
"engakransi resmi packing bagus harganya bersaing kelengkapan sesuai";"Positive"
"1 bintang karena packing ga pake buble wrap walaupun sampai dengan selamat  tanpa cd penjual fast respon  proses barang sesuai dan terdeteksi sebagai xbox controler colok langsung pakai tanpa perlu config";"Positive"
"cepat sekali pengirimanya seler ramah  kualitas barangnya mulus recomended";"Positive"
"stik berfungsi normal ssudah coba conect ke pc windows maupun macos bigsur semua aman plug n play di steam dan aple arcade packaging rapih seler fast response";"Positive"
"barang original beli yg asia dapat reg asia jpn overal lancar sudah semingu pakai normal barang bener mulus dan ori bagus smoga awet terus tingkatkan pelayanan nya gan";"Positive"
"penjual sangat fast respon dan kualitas barang sangat bagus sesuai dengan spesifikasi tanpa ada cacat";"Positive"
"bertanya apapun selalu di jawab dengan lengkap dan sabar barang cepat sampai packing rapih terima kasih untuk admin nya";"Positive"
"harganya bersaing kelengkapan sesuai plus bonus cantik diproses kurang dari 24 jam lightning fast ssudah dites dan berfungsi normal thank you seler";"Positive"
"selernya responsif banget semua pertanyan dijawab pengiriman sameday nyampenya juga sameday mantep rekomen deh ni tokonya";"Positive"
"keren banget adminya dibantuin dari awal sampai akhir hehe fast respon jugaini gamenya bisa semua ya";"Positive"
"garansi resmi kelengkapan sesuai garansi internasional harganya bersaing";"Positive"
"brgnya cpt sampai packing maxi trims utk selertoko recomend";"Positive"
"puas pengiriman cepat barang datang tanpa cacat pengemasan bagus trterima kasih";"Positive"
"packingnya rapi dan aman pakai bublewrap kualitasnya bagus sudah dicoba dan berfungsi semua gak ada kendala tombolnya empuk dan tidak keras top markotop lah";"Positive"
"barangnya ok kemasanya tidak ada rusak joycon ungu sebelah kanan sempat tidak terdeteksi namun setelah re insert joyconya dua kali akhirnya berfungsi so no isue there harganya bersaing selernya fast response terima kasih";"Positive"
"delivery packing mantap pengiriman cepat barang build quality mantap solid responsif juga sepertinya beneran ori rumble ada amibo kedetect klik home buton auto on";"Positive"
"packing baik pengiriman cepat sudah 3 kali belanja di toko ini dan selalu puas dengan pelayananya terima ksih yah";"Positive"
"ssudah beberapa kali belanja disini dan tidak pernah mengecewakan baik pelayanan maupun produk dan packaging nya barang sesuai dengan yang di request  original packaging nya bagus dengan buble wrap yang tebal juga dilapisi kardus jadi aman deh selama pengiriman";"Positive"
"barang sesuai pesananpengiriman cepatapiengemasan sangat bagusbuble wrap tebal";"Positive"
"alhamdulilah mendarat dengan mulus smuanya berfungsi dengan baik dan bs d mainkan d tv juga tapi stik controlernya emang keras sih jadi cpt pegel";"Positive"
"kelengkapan sesuai harganya bersaing harus dimodif casingnya biar bisa masuk ke ps2 seri 506";"Positive"
"awalnya saya kira belum dibuka untuk disi fremcbotyt sudah dibuka tingal tes di mesin  terima kasih";"Positive"
"paket sampai barang sesuai pesanan bisa dipakein di scph50 bisa untuk bot hd internal cuma mesti konfigurasi ulang di chip matrix nya teriterima kasih semoga awet";"Positive"
"barang sesuai build qualitynya cukup oke respon seler juga cepat overal selalu puas belanja disini terima kasih";"Positive"
"kualitas kokoh slot cartridenganenya terbuat dari karet jadi gampang masukinya dan ga bikin cartridenganenya lecet ukuranya juga compact banget gampang dibawa kemanamana dan ga menuhmenuhin tempat motifnya juga bukan cuma gambar atau stiker tapi bener2 timbul dari bahan karet";"Positive"
"bagus lah ini tombol nya anti kepencet sendiri karna kalau mau pause  play mesti double tap beda sama yg under 20rban atau merk nkiakualitas bahan bagus harganya bersaing packing bagus kelengkapan sesuai";"Positive"
"barangnya bagus pengirimanya cepat cuma kekurangan agan satu ini yaitu terlalu baik dan ramah bahkan pengiriman di hari mingupun dijalankan tuhan memberkati sehat dan sukses selalu terima kasih";"Positive"
"saran dikasih logotulisan 1more di silikon nya terus untuk indikator charge dikasih lubang biar keliatan jelas ngecasnga overal puas sama barangnya";"Positive"
"overal keren paking aman seler ramah n fast respond juga";"Positive"
"untuk barang nya lumayan bagus wkwk ada harga ada kualitas ga masalah respon barang nya juga cukup bagus sensitif nya";"Positive"
"packing rapibarang sesuai produkfast respon chatapiesanan 24jam sampaitop markotop";"Positive"
"seler responsif dan membimbing step by step sampai bisa";"Positive"
"engakmeny aman buat online ofline anak saya suka banget mainya trims seler";"Positive"
"akhirnya bisa main mc online bareng temen selernya benarbenar baik ngasih panduanya jelas banget mantab pokoknya";"Positive"
"terpercaya orifast responditunjukan caranya sampai akhir pokoknya the best deh recomended banget";"Positive"
"barang mulus packingan ok kelengkapan barang juga ok tingal kendala di tv sendiri wkwkwk untuk masalah ps2nya rekomendasi lah bagi yg mau beli ps2 disini";"Positive"
"trm ksh brgnya sdh smp pengiriman cepat kemarin pesan hari ini sampai double bublewrap penjual responsif dlm qa kurir oke lah via cod";"Positive"
"packing buble ok kualitas barang sesuai harga makasih engakn";"Positive"
"untuk harga sgitu bolehlah dan penjual juga menjelaskan cara pakai dengan jelas dan teliti";"Positive"
"respon seler okbarang sesuai deskripsi dan msudah pemasangan sejauh ini puas saran membangun untuk stik ps bawan bisa ditingkatkan atau ada pilihan upgrade stikoveral worth untuk harga segini pengiriman tiba sesuai jadwal meski di akhir";"Positive"
"bagus angin nya terasa kuat tapi belum kebiasa ama getaranya doang yang agak kuat";"Positive"
"ssudah diterima semoga awet packing bagus kelengkapan sesuai";"Positive"
"barang sudah diterima sudah dites dan berfungsi dengan baik  mantap recomended seler";"Positive"
"buat xiaomi 9t cocok tombolnya empuk bentuknya keren";"Positive"
"barang sesuai pesanan mantap dipakai sdh prnh pny sbelumny tapi ilang makany beli lagi barang yg sama triger super awet dn oke bs sgala jenis smartapihone tebal  gw salut sm kecepatan proses kemasan dn waktu kirimny toko ini rekomen banget bsk gw beli lagi deh";"Positive"
"tiap kali beli barang selalu research dulu this one benerbener top dibanding yg lain ada harga  ada kualitas pernah beli yg 20k dan cepet banget rusak and slip kalau yg ini solid and the best thanks gan";"Positive"
"packaging ok sealed mulus sampai dengan selamat thank you";"Positive"
"mantab sesuai pesanan respon cukup sigap dan cukup informatif package rapih aman kondisi barang bagus segel sempat kendala gosend eror jadi baru besoknya hari sabtu di proses sigap bantu proses cepat akhirnya bs diantar sabtu juga thanks";"Positive"
"ssudah tidak perlu diragukan lagi seler ini mantap dah  tingal tungu waktu kosong untuk main zelda botw ini baru tes masuk dan nyalakan saja berjalan lancar normal belum sempat main semoga tidak ada kendala packing super aman dan kondisi bnib segel aman";"Positive"
"guercep pol nanya2 di jam 9 jam 10 transaksi jam 12 barang sudah sampe dari tangerang ke sudirman packing terbukti aman karena sat pengiriman terjadi hujan instant courier pas unboxing isi paket tetap kering sukses terus gan recsel";"Positive"
"bisa dimainkan dan aman selernya juga oke akunya juga gk pernah antri selama ini oke2 saja";"Positive"
"mantab selernya baik banget penyabar sampe salah paham tapi selernya tetep profesional dan baik hatipositive seler engakme nya seru kelengkapan sesuai produk terbaru";"Positive"
"respon selernya cepet banget malem saja diladenin dikasih panduan instal pula bwt yg pemula pasti kebantu banget mantap gan";"Positive"
"berfungsi dengan baik kualitas print juga bagus dan lebih enak disimpen karna ada sleves nya";"Positive"
"barang ok worth the money pengiriman ok yang jelas itu amibo card sesuai dengan layered armor yang didapatkan jadi ok dont be afraid";"Positive"
"kartunya berfungsi baik kualitas printing dan kartunya juga bagus cuma kalau mau buat colectible card agak kurang di design designya cm croping dari yg sudah ada jadi proporsinya kurang bagus yang keluaran baru monster hunter stories 2 malah croping dari foto blister figur amibo yg asli jadi msh keliatan ada blister nya sama lobang gantunganya";"Positive"
"kualitas bahan bagus kelengkapan sesuai packing bagus seler sangat fast respon recomended";"Positive"
"amazing respon seler cepat barang ori seperti di foto dan sesuai deskripsi proses pengiriman kilat banget thank you ya kak sukses selalu";"Positive"
"produk sesuai foto console yg dipakaikan hardcase pas masuk ke dalam pouch packing aman pengiriman cepat terima kasih";"Positive"
"produk diterma dengan baik pengirimanya juga luar biasa cepat dicoba juga pas banget untuk nintendonya";"Positive"
"pengiriman amat sangat cepat dan packingnya juga rapi dan bagus harganya ok banget dan yang pasti original ga nyesel belanja disini karena semuanya  thank you to the seler";"Positive"
"gamepad mantap tombolnya juga enak tapi sayang ukuranya kekecilan packing juga aman dan pengiriman cepad";"Positive"
"barang sampai dengan aman walau pengiriman antar pulau review 3 hari pemakaian kualitas yang ngagetin dengan range harga segini apalagi saya beli sat diskon 43 tombolnya tingi tactile analognya responsif dan sensitif lr3nya clicky triger dan bumper enak dipencet linear trigernya juga beneran fungsi ga cuma embelembel nama rumble atau getarnya juga fitur tambahan yang bagus build qualitynya terasa premium ga kopong dengan body yang dof finish jadi enak dipegang kabelnya juga braided tapi layoutnya yang lumayan lebar agak sulit buat yang tanganya kecil dan dpadnya sayangnya juga bukan yang terbaik buat jempol lu kelaman pake karna pingiranya yang tajem sama bentuknya yang salib jadi rada rengang di bagian serong jempol lu bakal terasa sakit kalo terusan gesergeser mencet dpadnya apalagi saya prinegativei yang pakai controler ini buat main game gelut walau gitu saya ga nyesel beli ini untuk range harganya kualitasnya tetep ngangetin setara dengan controler konsol ori recomended product";"Positive"
"sudah dicoba untuk 3 hari dan controler tidak ada masalah masih berfungsi dengan baik fel tombolnya oke lah cocok buat saya yang suka main game sebagai casual";"Positive"
"1st impresi nya kok joystick nya waktu di pegang rasanya kecil banget beda dari tetanga nyatapi begitu in ke game nyabaru berasa enak luar biasabuton rt lt dl nya empuk bangetkarena saya main game nya efotbal jadi begitu tekan sedikit pake perasan di buton r r nyabeh mantep banget analog nya juga bikin nyaman di awal sering kepelarakw tapi lambat laun ter biasa pokoknya ini joystick beneran mantul deh jugan ragu buat order";"Positive"
"keren bener2 cepet kirimnya ga sampe 5 menit bayar langsung pesanan dalam perjalanan packaging juga rapih";"Positive"
"barang sesuai deskripsi dan tersegel original pengiriman tepat waktu sesuai janji layanan mantap terima kasih banyak";"Positive"
"mantap biar bisa bernostalagia eranya masih maen rame dulu pas jaman masih liburan sekolah";"Positive"
"mantap  akhirnya bisa ngerasain juga main games dengan biaya murah terima kasih bosque semoga tokonya lancar jaya";"Positive"
"setelah bayar langsung dikasih akses proses cepat kelengkapan sesuai admin membantu sekali dlm tanya jawab terima kasih";"Positive"
"sudah 2x beli disini seperti biasa pelayananya puas banget  bakal jadi pelangan setia sepertinya wkwk";"Positive"
"seler super ramah nanya apapun dibalas koperatif sukses terus gan mantap";"Positive"
"bagi yang mau beli game pas bagus nih di toko ini di layani sampai selesai  terima kasih ngab";"Positive"
"seler fast respon nice packing kardusbuble wrap game sudah pasti lancar jaya";"Positive"
"kelengkapan sesuai engakme nya seru gaming terbaik untuk kesekian kalinya beli dsni yang tentu aj selalu memuaskan memuaskan dan memuaskan intinya seler  responsif seler yang ramah komunikatif banget dah packing juga rapi banget proteksi untuk pengiriman sangat terjaga barang yang sesuai original dong pastinya proses pengiriman yang cepat terus dapet lagi bonus tumbler nya luar biasa sekali thanks yh gan buat lo pada yang mau beli dsni langsung aj gk ush ragu2 sangat recomended sekali tidak akan mengecewakan perfect mantap top markotop the best of the best sekali lagi thanks yh gan sukses selalu dah";"Positive"
"barang sebenarnya sudah sampai tadi sore cuman baru ta unboxing dan mainkan malam ini suka recomended ni toko";"Positive"
"panduan instal nya lengkapgamenya baguselernya fast respon mantap sukses terus";"Positive"
"flash disknya sudah sampai dengan selamat packingnya aman banget rapi dan game aman bisa dimainkan kayaknya dapet bonus game juga di dalamnya terima kasih kak kelengkapan sesuai  engakmenya seru";"Positive"
"recomended komunikasi lancar instruksi jelas engakmenya gampang dinstal kapankapan ke sini lagi terima kasih";"Positive"
"admin ditanya2 respon cpt dan ramah barang cpt sampesampe dengan rapihtata cara instal lengkap dijelasinsisanya dipandusangat sangat membantu dan baik adminyarekomended banget next pasti beli2 disini lagi puas banget";"Positive"
"puas lah fast response cuman masih sering close sendiri saking sibuk belum sempat dicek recomended seler gaming terbaik engakme nya seru";"Positive"
"alhamdulilah setelah 20 jam lebih total downloadnya akhirnya bisa terbang juga agan seler sgt responsive terutama adminya guidance nya very clear semoga pmdg boeing 73x bisa segera release ya";"Positive"
"mantap sekali bro penjual ramah sabar dan jika ada masalah pasti ditangani arigato";"Positive"
"pengiriman cepat dan packing sangat rapi walau hanya beli 1 item saja rekom banget gaes";"Positive"
"respon cepat pengiriman cepat sampai dengan baik dan bisa dimainkan";"Positive"
"barangnya bagus banget semoga awet kalo awet gua bakalan beli lagi dimari buat cadangan";"Positive"
