"Review";"Sentiment"
"toko paling ga niat jualan beli tanggal 17 baru dkirim tanggal 21 barang sih bagus  tapi pelayanan ngga banget sesuai review di bawah";0
"barangnya tidak berfungsi boxnya sudah kebuka";0
"penggunaan di hp samsung kualitas suara baik kualitas mic standar menuju buruk suara harus keras baru bisa terdengar oleh lawan bicara pengguanan di macbook ketika terhubung kualitas suara baik namun selalu terputus tidak stabil koneksinya sehingga tidak bisa digunakan buat tementemen yang perlu connect ke laptop gitu mending cari tws lain deh soalnya koneksinya ke laptop enggak stabil sekian";0
"dari 4 lampuyg nyala cuma 3yg 1 nya matipadahal udah dijemur dulu sblm dipasang tadi siangkecewa ya";0
"yang penting keluar suara deh soal kualitas suara maaf ya mungkin mirip sama mainan anakanak berbentuk handphone";0
"pesan 2 yang satu setengahnya mati";0
"klamaan di pengiriman pesen urgent pagi2 pke ojek online biar lngsng smpe malah dikirim pke tiki  bsk nya br smpe";0
"pengunci baling baling nya tidakk ada next dicek dengan teliti lah sbelum kirim bagus cocok dengan kipas angin lama yang rusak";0
"barang pecah ndak tau dr seller apa ekspedisinya sayangnya saya selesaikan transaksinya sblm diunboxing bgtu dibuka malah pecah barang cm dilapisi satu lapis bublewarp tipis  overall kecewa";0
"barang sesuai deskripsi dan berfungsi dengan baik cuma tidak puas dg pelayanan dari penjual pesanan diproses h2 dan di pick up h4 itu pun sesudah dikomplen baru bergerak";0
"barang tidak bisa digunakan dan tidak ada cd driver nya";0
"pengiriman lambat dan toko gak ramah dalam komunikasi";0
"barang pecah";0
"kayaknya dapat yg baterai yg jelek atau drop  males kirim balik tp masih bisa digunakan cuma setiap kali jalan harus setting tanggal dan jam mulu  tombol charge juga warna merah gak pernah nyala";0
"salah kirim barang yang dikirim item harga jauh lebih murah smart breakertransaksi sudah terlanjur diselesaikan karena sudah beli beberapa kali dan biasa tidak ada masalah";0
"baru dipakai 1 malam langsung ngedrop";0
"barang printer yang di kirim rusak admin online tapi tidak mau membalas chat dan pertanyaan saya untuk claim garansi";0
"baru dipakai 1x tidak sampai 10 menit penghisapnya mati total";0
"beli tanggal 6 agustus 2021 tp tanggal 13 september sdh error di bagian driving wheels akhirna ditanggal itu jg sya kirim t9 nya ke service centre di tangerang 9 hari kemudian t9 kembali di tgn sya tp kemudian error lg di tanggal 23 september kali ini error di bagian sensor dmn deebot selalu bilang ozmo pro is being installed please move to the non carpet area pdhal ozmo pro tdk sedang di attach ke t9 nya dikarnakan hal ini lampu pd deebot akhirna suka bergonta ganti jd biru putih biru putih dan semalaman itu voice report terus menerus bunyi seperti itu kalau dsuru bawa service lg maap saja sya bakalan tdk mao berhubung ongkosna yg sgt mahal jd untuk sementara ya sya hanya bs matikan voice reportna dl aja biar ga terganggu overall agak mengecewakan t9 ini dibandingkan t8 aivi dan 950 t9 jauh tdk tahan banting baru pake sebulan tp sdh byk sekali errornya bener2 nyesel jg belinya maaap cuma bs kasi bintang segene krn ktdkpuasan saya kl memang mao consider beli robot beli baik beli t8 series aja lebi tahan banting soale";0
"barang baru sampe trus dicoba awal nya bagus tiba tiba mesin nya mati udah dicoba berkali kali tetap ga hidup seller di chat tidak respon dana sudah diterima seller tokopedia ga bisa bantu komplain saya kecewa sekali sudah 10 hari sejak komplain saya cuma disuruh nunggu katanya di cek tiap hari saya tanya masih dicek ga pernah sekalipun duluan kasih info soal barang saya selalu saya yg tanya duluan jadi kapan penyelesaian nya baru sekali ini belanja di tokopedia kena seller ga bagus begini minta refund ga ditanggapi barang saya juga ga tau kemana dan diapain saya beli baru tapi kayak beli barang refurbish yg ga dikirim dikirim menyebalkan";0
"saran buat tokokalau bisa pengiriman nya jangan lewat antaraja  kalau bisa disarankan pegiriman nya lewat yg lain aja";0
"lampu tidak berfungsi sebagaimana mestinya tidak bisa berganti warna maupun dimatikan padahal sudah mengeklik tombol dpi dan memakai software juga warna merah menyakitkan di mata saya dan malah mirip mouse 10an ribu sudah mengirim pesan ke seller tapi tidak ada respon selama lebih dari 12 jam terpaksa saya kasih bintang 1 saya baru kali ini membeli produk dari aula dan merasa kecewa padahal saya sendiri termasuk pengguna gear dari aula";0
"packing seadanya bubble hanya selapis saja ditambah lapisan plastik hasilnya barang diterima dalam keadaan patah";0
"barang yg dibeli sama sekali tdk berfungsi utk komplain hrs ada video unboxing pdhal bukan kerusakan fisik beli dari official store ternyata sama sekali tdk menjamin kualitas barang";0
"dlm ordernya sdh sy tambah bubble wrap  rp 10000 tp dikirimnya tanpa bubble lagian ordernya pagi2 n minta spy dikirimnya lbh cepat instant ternyata tibanya jam 16an";0
"baru seminggu pemakaian sudah tidak bisa nyala sebelah";0
"barangnya saya terima dalam keadaan pecah di bagian sudut padahal posisi itu dilapis gabus pelindungnya loh jadi saya berasumsi kalau barangnya memang sudah pecah dari sebelum dikirim bukan saat ekspedisi sayang lupa videokan saat unboxing";0
"sama sekali ga bisa dipakai pas dicolokin ke laptop bisa nyala abis masukin cd cd tidak terbaca pas mau dikeluarin cdnya ga bisa skrg cd saya masih didalem external cd ini hadeehh jadi nambah urusan";0
"ini produk ga diragukan sensornya hampir ga ada delay dieksekusinya mantap";2
"suaranya mantap  packaging aman  barang mudah digunakan";2
"barang sesuai deskripsi  berfungsi dgn baikmakasih jga untuk responnya yg sangat baik";2
"produknya dipaketkan dengan rapi dan tidak ada cacat recommended";2
"pasangnya gampang bahannya kokoh  barangnya original  proses pesanan cepat packaging aman  packaging rapi respon penjualnya top penjualnya ramah banget";2
"beli 2 ezviz c6n dan sudah terpasang duaduanya mudah untuk dipasang sendiri dan di setting sendiri barang original gambar cukup jelas pan and tilt sangat membantu untuk menemukan sudut pandang yang optimal untuk memantau terima kasih seller";2
"sangt bermanfaat kamera bisa digerakan putar kirikanan 360 naik turun ada mengirim suara audio gambar kamera juga bagus";2
"saya puas dengan pelayanan dari tokoh ini awalnya saya chat pertanyakan ketersediaan barang ini ready tapi begitu saat pengiriman barang tidak tersedia saya diberikan solusi barang dengan model dan tipe yang berbeda namun tokoh langsung menyediakan barang sesuai permintaan sayawalaupun tidak sesuai dengan estimasi waktu yang saya pesan sameday akhirnya barang pesanan saya di kirim juga sesuai dengan harapan sayaterima kasih seller doa kita bersama semoga makin sukses dan barang awet saya pakaiterima kasih seller  god jobsbisa muat banyak barangnya original  mutu terjamin sni ada garansi resmi gampang dipakai desainnya elegan  hemat listrik";2
"pengalaman pertama beli kulkas secara online alhamdulillah pengiriman dan pengemasan baik produk diterima dng baik tanpa kerusakan dan kualitas produk bagus harga lebih miring dibanding beli langsung ke toko";2
"kulkas saat ini kondisi bagus semoga awet tidak ada kendala2 yang saya suka banget toko ini aja sendiri h1 lebaran yang sanggup kirim di hari yang samapesen jam 1 jam 4 nyampe mantaaaap thx seller";2
"pengiriman cepat dan aman barang sesuai deskripsi bagian ujungnya terbuat dari plastik tapi cukup kokoh perakitan mudah cuma modal obeng tips jangan dikencengin dulu semua bautnya kecuali kalau sudah fixed dgn ukuran kaki mesin cuci recommended";2
"dua hari udah sampe gampang banget di rakit besinya lumayan kokoh dan sellernya sangat ramah terima kasih";2
"barang sesuai untuk ukuran mesin cuci 1 tabung pas banget terima kasih tokopedia  buat seller semoga sukses terus tokonya";2
"paket sudah diterima dan di test lancar tanpa macet pokoknya recommended buat yang byari printer connect cash drawer ya panda aja setting nya jg gampang";2
"seller ramah sabar jawab semua pertanyaan barang sampai tepat waktu mesin sudah dicoba  dpt bekerja dgn baik semoga awet thanks";2
"alhamdulillah bos barangnya sesuai pesanan nyampe dalam waktu 3 hari luar biasa terima kasih banyak semoga lancar jaya dan untuk temanteman jangan ragu untuk belanja di toko ini terima kasih";2
"barang nya jos berfungsi dengan baik kualitas oke jadi membantu saya banget cuma awal pakek bingung kok gk bisa buka otomatisnya eh app saya ternyata yg gk suport cash drawernya mantul dah";2
"barangnya bagus praktis dan harganya murah ga salah pilih produk dari blueprint original merk respon penjual cepat dan ramah rrcommended";2
"barang sangat bagus no lecet no rusak super sekaliii terimakasih sukses selalu jaga kesehatan";2
"ditrima barangnya dg baik dan memuaskan trimakasi ya toko pedia smg sukses trus";2
"5jam lgsg sampe packing aman buble warp kondisi barang sudah dicoba mantab lancar bagus hasilnya penjual fast respon terima kasih seller";2
"mantap barang cepet sampenya seller positive respon harga pass kualitas oke rekomen banget pokoknya";2
"respon sangat profesional dan siap membantu dng semua pertanyaan pengiriman sangat cepat dan kwalitas barangnya sesuai";2
"mesin sesuai yg dibutuhkan cs nya juga ramah menjawab semua pertanyaan apa yg kita butuhkan";2
"barang sampai dengan selamat fungsi insya allah berjalan dengan baik tinggal penggunaannya masih belum mahir barang oke mantap";2
"pelayanan sangat memuaskan dan memberikan yang terbaik  penjual sangat responsif untuk menjelaskan kalau di tanyain";2
"mudah digunakan suara yang dihasilkan jernih produk berfungsi dengan baik";2
"barangnya bagus bagus sesuai pesanan harganya terjangkau dan berkualitas terimakasih banyak tokopedia kurir dan seller";2
"jos mantap udah saya tes nya normal semua tinggal coba hasil suaranya aja moga suaranya juga tanpa kendala";2
"suara yang dihasilkan jernihkalau ditambahkan kit giga bass tambah glerrditambah lg preeamp mic 2 tr bisa buat karaoke";2
"berfungsi dngn baik playanan toko ini sangat bagus saya saran kan belanja ditoko ini gak bikin kecewa pelanggan best of the best lah toko ini";2
"barang sesuai gambar cuman perlu adaptor 12v lagi supaya bisa nyala terima kasih juga buat kurirnya";2
"maaf br review skr barang sesuai  lsg dipakai gk ada masalahseller nya cepet ngerespon nya yg pasti remote nya keren  recomended bangettks";2
"seller positive mini wireless keyboard berfungsi dengan baik terima kasih";2
"terima kasih barang yg d terima bagus berfungsi semua packingnya juga oke jd barang aman sampai d rmh tanpa ada kerusakan";2
"keren banget barangnya batrenya sumpah awet banget volumenya juga gede dan ringan cocok banget dibawa untuk lari atau work out makasi min";2
"barang sdh di terima dgn selamat dan barang nya muantaaap sekalimaju dan terus berkembang buat toko nya";2
"makasi gan barang dah sampai aman dan langsung dipakai barangnya bagus slalu memuaskan terus belanja disini";2
"produk berfungsi dengan baik seller sangat komunikatif dan informatif dari proses pemilihan paket yang sesuai kebutuhan sampai dengan cara penggunaannya dipandu pengiriman sangat cepat padahal menggunakan yang bebas ongkir dari jakarta ke surabaya alatnya kecil dan praktis tapi sangat fungsional nggak hanya untuk nonton film tapi juga live channel dalam dan luar negeri waktu pertama tanya2 hanya nyari buat netflix nba tv dan amazon prime dapatnya lebih tapi jangan lupa ya kerja alat ini benar2 tergantung koneksi internet kita dia makin oke semuanya kalau internet kita top juga";2
"barangnya original  produk berfungsi dengan baik suara yang dihasilkan jernih mudah digunakan asli ga nyesel transaksi disiniagan seller mau jelasin sejelas2nya masalah produk dan variasi2nyasampe cara penggunaan alatnya sehingga berfungsi semuanya";2
"suara yang dihasilkan jernih garansi resmi mudah digunakan seller sangat komunikatif dan detail dalam menjelaskan fitur yang bisa digunakan untuk streaming tv maupun film sangat recommended untuk hobby nya nonton produk berfungsi dengan baik barangnya original";2
"recommend banget beli disini respon cepet banget ga ada itungan menit dikasih best price harga ok mau tanya apapun di respon sampe di kasih no wa dan sabar banget tungguin semua sampe ok di call sampe 24 menit jarang2 ketemu yg begini thanks banget ya puas banget dan recommend banget";2
"solusi untuk yang pingin punya smart tv tanpa harus beli smart tv barang berfungsi seperti seharusnya";2
"mantab deh sesuai ekspektasi lancar jaya ga ngelag meski ram cuma 2gb mungkin krn sudah di optimize dari mi nya ui juga lebih simple dr tv box lain overall puas";2
"highly recomend mantap seller ini pengiriman super kilat cuma 1x24jam sampaiada yg kurang kirim saya wa cepat dibalas dan langsung dikirim kekurangannyaramahrespon sangat baik";2
"barang sampai dengan baik produk cukup bagus suara tidak melengking radio cukup jernih semoga bermanfaat";2
"alhamdulillah paket sampai dgn cepat suaranya jernih juga ibu saya seneng bisa denger radio rodja lagi seller ramah dan responsif semoga awet produknya semoga berkah untuk seller";2
"ditinjau dr kesesuaian dg deskripsi fungsional produk dan rekomendasi produk adalah tepat sesuai dan baik";2
"sesuai dengan deskripsi penjua sudah dites fungsi dan beberapa fiturnya dan berjalan dg baik kualitas suara tidak mengecewakan harga yg cukup menarik itupun masih diberi bonus kecil recomend jd best seller in toped";2
"akhirnya kesampaian juga punya mp3 player terima kasih sudah menyediakan produk ini sangat mudah di gunakan";2
"joystick berfungsi dengan baik plug and play build quality kokoh terdeteksi dengan baik di steam";2
"all positive overall feelnya enak dulu sempet punya aga nyesel juga dulu sempet jual dri build quality beda lah sama controller dng harga yg sama better banget feel kerasa kokohnya buat housingnya";2
"garansi resmi packing bagus harganya bersaing kelengkapan sesuai";2
"1 bintang karena packing ga pake bubble wrap walaupun sampai dengan selamat  tanpa ccd penjual fast respon  proses barang sesuai dan terdeteksi sebagai xbox controller colok langsung pakai tanpa perlu config";2
"cepat sekali pengirimannya seller ramah  kualitas barangnya mulus recommended";2
"stik berfungsi normal sudah coba connect ke pc windows maupun macos bigsur semua aman plug n play di steam dan apple arcade packaging rapih seller fast response";2
"barang original beli yg asia dpt reg asia jpn overall lancar udh seminggu pakai normal barang bener mulus dan ori bagus smoga awet terus tingkatkan pelayanan nya gan";2
"penjual sangat fast respon dan kualitas barang sangat bagus sesuai dengan spesifikasi tanpa ada cacat";2
"bertanya apapun selalu di jawab dengan lengkap dan sabar barang cepat sampai packing rapih terima kasih untuk admin nya";2
"harganya bersaing kelengkapan sesuai plus bonus cantik diproses kurang dr 24 jam lightning fast sudah dites dan berfungsi normal thank you seller";2
"sellernya responsif banget semua pertanyaaan dijawab pengiriman sameday nyampenya juga sameday mantep rekomen deh ni tokonya";2
"keren banget adminnya dibantuin dari awal sampai akhir hehe fast respon jugaini gamenya bisa semua yaa";2
"garansi resmi kelengkapan sesuai garansi internasional harganya bersaing";2
"brgnya cpt sampai packing maxi trims utk sellertoko recommend";2
"puas pengiriman cepat barang datang tanpa cacat pengemasan bagus trmksh";2
"packingnya rapi dan aman pakai bubblewrap kualitasnya bagus udah dicoba dan berfungsi semua gak ada kendala tombolnya empuk dan tidak keras top markotop lah";2
"barangnya ok kemasannya tidak ada rusak joycon ungu sebelah kanan sempat tidak terdeteksi namun setelah re insert joyconnya dua kali akhirnya berfungsi so no issue there harganya bersaing sellernya fast response terima kasih";2
"delivery packing mantap pengiriman cepat barang build quality mantap solid responsif juga kyknya beneran ori rumble ada amiibo kedetect klik home button auto on";2
"packing baik pengiriman cepatt udh 3 kali belanja di toko ini dan selalu puas dengan pelayanannya terima ksih yah";2
"sudah beberapa kali belanja disini dan tidak pernah mengecewakan baik pelayanan maupun produk dan packaging nya barang sesuai dengan yang di request  original packaging nya bagus dengan bubble wrap yang tebal juga dilapisi kardus jadi aman deh selama pengiriman";2
"barang sesuai pesananpengiriman cepatpengemasan sangat bagusbubble wrap tebal";2
"alhamdulillah mendarat dgn mulus smuanya berfungsi dgn baik dan bs d mainkan d tv jg tp stik controllernya emang keras sih jd cpt pegel";2
"kelengkapan sesuai harganya bersaing harus dimodif casingnya biar bisa masuk ke ps2 seri 50006";2
"awalnya saya kira belum dibuka untuk diisi freemcboottyt sudah dibuka tinggal tes di mesin  thx";2
"paket sampai barang sesuai pesanan bisa dipakein di scph50000 bisa untuk boot hdd internal cuma mesti konfigurasi ulang di chip matrix nya terimakasih semoga awet";2
"barang sesuai build qualitynya cukup oke respon seller jg cepat overall selalu puas belanja disini thx";2
"kualitas kokoh slot cartridgenya terbuat dari karet jadi gampang masukinnya dan ga bikin cartridgenya lecet ukurannya juga compact bgt gampang dibawa kemanamana dan ga menuhmenuhin tempat motifnya juga bukan cuma gambar atau stiker tapi bener2 timbul dari bahan karet";2
"bagus lah ini tombol nya anti kepencet sendiri karna kalau mau pause  play mesti double tap beda sama yg under 200rban atau merk nkiakualitas bahan bagus harganya bersaing packing bagus kelengkapan sesuai";2
"barangnya bagus pengirimannya cepat cuma kekurangan agan satu ini yaitu terlalu baik dan ramah bahkan pengiriman di hari minggupun dijalankan tuhan memberkati sehat dan sukses selalu terima kasih";2
"saran dikasih logotulisan 1more di silikon nya terus untuk indikator charge dikasih lubang biar keliatan jelas ngecasngga overall puas sama barangnya";2
"overall keren paking aman seller ramah n fast respond jga";2
"untuk barang nya lumayan bagus wkwk ada harga ada kualitas ga masalah respon barang nya juga cukup bagus sensitif nya";2
"packing rapibarang sesuai produkfast respon chatpesanan 24jam sampaitop markotop";2
"seller responsif dan membimbing step by step sampai bisa";2
"gameny aman buat online offline anak saya suka banget mainnya trims seller";2
"akhirnya bisa main mc online bareng temen sellernya benarbenar baik ngasih panduannya jelas banget mantab pokoknya";2
"terpercaya orifast respondditunjukan caranya sampai akhir pokoknya the best deh recommended banget";2
"barang mulus packingan ok kelengkapan barang juga ok tinggal kendala di tv sendiri wkwkwk untuk masalah ps2nya rekomendasi lah bagi yg mau beli ps2 disini";2
"trm ksh brgnya sdh smp pengiriman cepat kmrn pesan hari ini sampai double bubblewrap penjual responsif dlm qa kurir oke lah via cod";2
"packing bubble ok kualitas barang sesuai harga makasih gan";2
"untuk harga sgitu bolehlah dan penjual juga menjelaskan cara pakai dengan jelas dan teliti";2
"respon seller okbarang sesuai deskripsi dan mudah pemasangan sejauh ini puas saran membangun untuk stik ps bawaan bisa ditingkatkan atau ada pilihan upgrade stikoverall worth untuk harga segini pengiriman tiba sesuai jadwal meski di akhir";2
"bagus angin nya terasa kuat tapi belum kebiasa ama getarannya doang yang agak kuat";2
"sudah diterima semoga awet packing bagus kelengkapan sesuai";2
"barang sudah diterima sudah dites dan berfungsi dg baik  mantaaaaap recomended seller";2
"buat xiaomi 9t cocok tombolnya empuk bentuknya keren";2
"barang sesuai pesanan mantap dipakai sdh prnh pny sblmny tp ilang makany beli lg barang yg sama triger super awet dn oke bs sgala jenis smartphone tebal  gw salut sm kecepatan proses kemasan dn waktu kirimny toko ini rekomen bgt bsk gw beli lg dehh";2
"tiap kali beli barang selalu research dulu this one benerbener top dibanding yg lain ada harga  ada kualitas pernah beli yg 20k dan cepet bgt rusak and slip kl yg ini solid and the best thanks gan";2
"packaging ok sealed mulus sampai dengan selamat thank you";2
"mantab sesuai pesanan respon cukup sigap dan cukup informatif package rapih aman kondisi barang bagus segel sempat kendala gosend error jd baru besoknya hari sabtu di proses sigap bantu proses cepat akhirnya bs diantar sabtu juga thanks";2
"sudah tidak perlu diragukan lagi seller ini mantap dah  tinggal tunggu waktu kosong untuk main zelda botw ini baru tes masuk dan nyalakan saja berjalan lancar normal belum sempat main semoga tidak ada kendala packing superrrr aman dan kondisi bnib segel aman";2
"gueeeercep pol nanya2 di jam 9 jam 10 transaksi jam 12 barang udah sampe dari tangerang ke sudirman packing terbukti aman karena saat pengiriman terjadi hujan instant courier pas unboxing isi paket tetap kering sukses terus gan recsel";2
"bisa dimainkan dan aman sellernya juga oke akunnya juga gk pernah antri selama ini oke2 aja";2
"mantabb selernya baik banget penyabar sampe salah paham tapi selernya tetep profesional dan baik hatipositive seler game nya seru kelengkapan sesuai produk terbaru";2
"respon sellernya cepet banget malem aja diladenin dikasih panduan install pula bwt yg pemula pasti kebantu banget mantaapp gan";2
"berfungsi dengan baik kualitas print juga bagus dan lebih enak disimpen karna ada sleeves nya";2
"barang ok worth the money pengiriman ok yang jelas itu amiibo card sesuai dengan layered armor yang didapatkan jadi ok dont be afraid";2
"kartunya berfungsi baik kualitas printing dan kartunya juga bagus cuma kalau mau buat collectible card agak kurang di design designnya cm croping dari yg udah ada jadi proporsinya kurang bagus yang keluaran baru monster hunter stories 2 malah cropping dari foto blister figur amiibo yg asli jadi msh keliatan ada blister nya sama lobang gantungannya";2
"kualitas bahan bagus kelengkapan sesuai packing bagus seller sangat fast respon recomended";2
"amazing respon seller cepat barang ori seperti di foto dan sesuai deskripsi proses pengiriman kilat banget thank you yaa kak sukses selalu";2
"produk sesuai foto console yg dipakaikan hardcase pas masuk ke dalam pouch packing aman pengiriman cepat terima kasih";2
"produk diterma dengan baik pengirimannya juga luar biasa cepat dicoba juga pas banget untuk nintendonya";2
"pengiriman amat sangat cepat dan packingnya juga rapi dan bagus harganya ok banget dan yang pasti original ga nyesel belanja disini karena semuanya  thank you to the seller";2
"gamepad mantap tombolnya jg enak tp sayang ukurannya kekecilan packing jg aman dan pengiriman cepad";2
"barang sampai dengan aman walau pengiriman antar pulau review 3 hari pemakaian kualitas yang ngagetin dengan range harga segini apalagi saya beli saat diskon 43 tombolnya tinggi tactile analognya responsif dan sensitif lr3nya clicky trigger dan bumper enak dipencet linear triggernya juga beneran fungsi ga cuma embelembel nama rumble atau getarnya juga fitur tambahan yang bagus build qualitynya terasa premium ga kopong dengan body yang doff finish jadi enak dipegang kabelnya juga braided tapi layoutnya yang lumayan lebar agak sulit buat yang tangannya kecil dan dpadnya sayangnya juga bukan yang terbaik buat jempol lu kelamaan pake karna pinggirannya yang tajem sama bentuknya yang salib jadi rada renggang di bagian serong jempol lu bakal terasa sakit kalo terusan gesergeser mencet dpadnya apalagi saya prinegativei yang pakai controller ini buat main game gelut walau gitu saya ga nyesel beli ini untuk range harganya kualitasnya tetep ngangetin setara dengan controller konsol ori recommended product";2
"sudah dicoba untuk 3 hari dan controller tidak ada masalah masih berfungsi dengan baik feel tombolnya oke lah cocok buat saya yang suka main game sebagai casual";2
"1st impresi nya kok joystick nya waktu di pegang rasanya kecil bgt beda dari tetangga nyatapi begitu in ke game nyabaru berasa enak luar biasabutton rt lt dll nya empukk bgtkarena sy main game nya efootball jadi begitu tekan sedikit pake perasaan di button r r nyabeehhh mantep bgt analog nya juga bikin nyaman di awal sering kepelarakw tapi lambat laun ter biasa pokoknya ini joystick beneran mantul deh jgn ragu buat order";2
"keren bener2 cepet kirimnya ga sampe 5 menit bayar langsung pesanan dalam perjalanan packaging juga rapih";2
"barang sesuai deskripsi dan tersegel original pengiriman tepat waktu sesuai janji layanan mantap terima kasih banyak";2
"mantap biar bisa bernostalgia eranya masih maen rame dulu pas jaman masih liburan sekolah";2
"mantap  akhirnya bisa ngerasain juga main games dengan biaya murah terima kasih bosque semoga tokonya lancar jaya";2
"setelah bayar langsung dikasih akses proses cepat kelengkapan sesuai admin membantu sekali dlm tanya jawab terima kasih";2
"udh 2x beli disini seperti biasa pelayanannya puas banget  bakal jadi pelanggan setia sepertinya wkwk";2
"seller super ramah nanya apapun dibalas kooperatif sukses terus gaaaan mantap";2
"bagi yang mau beli game pass bagus nih di toko ini di layani sampai selesai  makasih ngab";2
"seller fast respon nice packing kardusbubble wrap game udah pasti lancar jaya";2
"kelengkapan sesuai game nya seru gaming terbaik untuk kesekian kalinya beli dsni yang tentu aj selalu memuaskan memuaskan dan memuaskan intinya seller  responsif seller yang ramah komunikatif bgt dah packing jg rapi bgt proteksi untuk pengiriman sangat terjaga barang yang sesuai original dong pastinya proses pengiriman yang cepat terus dapet lagi bonus tumbler nya luar biasa sekali thanks yh gan buat lo pada yang mau beli dsni langsung aj gk ush ragu2 sangat recomended sekali tidak akan mengecewakan perfect mantap top markotop the best of the best sekali lagi thanks yh gan sukses selalu dah";2
"barang sebenarnya sudah sampai tadi sore cuman baru ta unboxing dan mainkan malam ini sukaaa recommended ni toko";2
"panduan instal nya lengkapgamenya bagussellernya fast respon mantap suksess terus";2
"flash disknya sudah sampai dengan selamat packingnya aman bgt rapi dan game aman bisa dimainkan kayaknya dapet bonus game jg di dalamnya terima kasih kak kelengkapan sesuai  gamenya seru";2
"recommended komunikasi lancar instruksi jelas gamenya gampang diinstall kapankapan ke sini lagi terima kasih";2
"admin ditanya2 respon cpt dan ramah barang cpt sampesampe dgn rapihtata cara install lengkap dijelasinsisanya dipandusangat sangat membantu dan baik adminnyarekomended bgt next pasti beli2 disini lg puas bgt";2
"puas lah fast response cuman masih sering close sendiri saking sibuk belum sempat dicek recommended seller gaming terbaik game nya seru";2
"alhamdulillah setelah 20 jam lebih total downloadnya akhirnya bisa terbang juga agan seller sgt responsive terutama adminnya guidance nya very clear semoga pmdg boeing 73x bisa segera release ya";2
"mantap sekali broooo penjual ramah sabar dan jika ada masalah pasti ditangani arigatooo";2
"pengiriman cepat dan packing sangat rapi walau hanya beli 1 item saja rekom bgt gaes";2
"respon cepat pengiriman cepat sampai dengan baik dan bisa dimainkan";2
"barangnya bagus banget semoga aweet kalo aweet gua bakalan beli lagi dimari buat cadangaan";2
"beli satu stik ps2 alhamdulillah sampai dengan keadaan baik bahkan packingnya pun juga pakai bubble wrap rapi saat ini stik ps2nya sudah saya coba pakai selama kurang lebih 3minggu lebih stik nya berfungsi dengan normal dan baik saja dengan catatan saya pakai buat main game yg ringan saja seperti misalnya bukan game yg bertipe membutuhkan ritme kecepatan menggerakkan analog dan juga bukan menekan tombol yg keras dan berkalimisalnya game fighting hanya saya gunakan buat main game bertipe casual saja itu saja terimakasih";2
"build quality cakepstik normal smuapengiriman gak sampai 24jamrecomended bgt";2
"selalu puas dgn pelayanan seller pengirimannya cpt dan harga kompetitifserta mumpung lg ada update next gen";2
"pelayanan mantaplangsung kirim dan sampainya cepet bangetpackingnya juga ok banget";2
"mantap terima kasih seller order kemarin sore 24 jam sudah tiba k daerah garut barang sesuai deskripsi";2
"barangnya mantabs bingittokonya recommended banget";2
"barang bagus cm ternyata kecil gk seperti yg di bayangin tp anak q suka cm yg kecewa kabel chargernya gk ada";2
"lcd nya kurang baguslumayan buat hiburan tapi layarnya kecilkabel casan berfungsi tapi ga dikasih colokannyasemoga amanah terus gan";2
"barang sesuai pesananudh di coba okepacking rapihmksh";2
"mantapp paling terjangkau diantara seller lain bener bener baru sudah dimainkan tidak ada masalah";2
"packing oke bgt gak asal plastik doang tp ada buble  dus cokpat  kasetnya oke tp sayang gak ada kertas manual nya";2
"game lancar kondisi box dan game cartridges mulus pengiriman super cepat seller yg super responsive thanks gan recommended bgt beli game disini";2
"produk dan layanan bagus serta terpercaya";2
"seller fast respon pengiriman super cepat";2
"kemasannya bagus  kualitas nya bagus  kabelnya tebal  suka warna nya biru muda semoga awet  terima kasih seller";2
"bagus ori banget dan cepat pengiriman barang nya thanks";2
"pesen 2 kabel data1 sesuai deskripsi tapi 1 lagi barang lain packing aman pengiriman cepat yang nyiapin barang kurang teliti overall ok lah";2
"pemasangan mudah karena aksesoris pembantunya lengkap produk juga sesuai ekspektasi";2
"produk bagus enak buat dipake nulis";2
"permukaan screen guard agak kasar tisu basah nya sdh kering packing aman dan pengiriman cepat";2
"produk ok cuman teksturnya terlalu kasar overall positive thanks seller";2
"barangnya original  berfungsi dengan baik";2
"imei terdaftar di kemenperin barangnya original  penjualnya ramahbanget barangnya mulus proses pesanan cepat berfungsi dengan baik packaging rapi ada garansi ibox";2
"saat unit ada masalah seller bersedia membantu mengatasi terima kasih banyak";2
"barangnya original  ada garansi ibox imei terdaftar di kemenperin masih ada greenpeel barangnya mulus sinyal aman berfungsi dengan baik";2
"overall puas cuman sayang salah kirim warna";2
"barangnya original  ada garansi resmi kelengkapan sesuai kemasan disegel warna sesuai pesanan spesifikasi sesuai  suara jernih berfungsi dengan baik barangnya mulus kamera tajam proses pesanan cepat packaging rapi packaging aman  respon penjualnya top penjualnya ramah banget baterai awet";2
"barangnya original  kemasan disegel proses pesanan cepat respon penjualnya top";2
"barang ori bagus sesuai pesanan packing rapih buble wrap tebel jadi barang aman hanya terkendala di jasa pengiriman";2
"kemasan disegel spesifikasi sesuai  warna sesuai pesanan";2
"super kereen seller deh ini terima kasih bantuannya";2
"mantap sangat bermanfaat";2
"pencongkel nya ringkih sekali pakai patah overall sesuai harga";2
"recommended seller fast respons kualitas barang cukup sesui harga terimakasih";2
"touch screen lancar layar sensitif respon penjualnya top";2
"penjualnya ramah banget proses pesanan cepat layar sensitif packaging rapi touch screen lancar ada garansi toko";2
"brang sampe walau agak lama terimkasih";2
